F1,F2,F3,F4,F5,F6,F7,F8,F9
-9.516577275070089992e-02,-1.909244686676296598e-01,-2.785519793984151948e-01,2.504448072522610369e-01,-2.772775321283595384e-01,2.470616727506152466e-01,-3.063220540187405749e-01,-1.939470867247739538e-01,-1.138369120918444194e-01
-6.273139698294044608e-02,-1.899722056058099628e-01,-2.964865110420622507e-01,2.491919837010565242e-01,-2.712613156755249721e-01,2.310914766650457308e-01,-2.957906189741075220e-01,-1.885529554328464474e-01,7.952958296712431263e-02
-7.066332570963201887e-02,-1.807236962902782906e-01,-2.944589822293844916e-01,2.504734681799557494e-01,-2.382074452343772852e-01,2.539911816160924096e-01,-3.226921147741242946e-01,1.824944712734214991e-01,-1.001993545729689961e-01
-7.108809308046429298e-02,-1.755584031074343687e-01,-3.091441029355924131e-01,2.406975877827318977e-01,-2.476449597397592517e-01,2.419514486404235054e-01,-3.095896712732960077e-01,1.936790675539718509e-01,8.071125502873147117e-02
-6.848204233823806941e-02,-1.969886624814455034e-01,-2.854819505260066670e-01,2.325875313653930077e-01,-2.779123009065515015e-01,2.589802223265381120e-01,3.000719276010225811e-01,-1.929694674382823605e-01,-8.356113038643739332e-02
-8.207925699040517775e-02,-1.979835392516624271e-01,-2.815604161293089325e-01,2.388981432836149443e-01,-2.673174631342703500e-01,2.506890802989356626e-01,3.086482810245105846e-01,-1.894538630862630246e-01,9.590465051660691798e-02
-7.625983190203415585e-02,-1.677564118765126622e-01,-3.060878741644322276e-01,2.460125541540620353e-01,-2.667898412624207238e-01,2.488917291007299026e-01,3.065075479055164864e-01,2.011119623537080126e-01,-1.024794150991742286e-01
-9.302032603494908569e-02,-1.918026905991424835e-01,-2.832453880677546776e-01,2.293444178221931140e-01,-2.603098636463885285e-01,2.558234121037824549e-01,3.275750377422336768e-01,2.322137614499503733e-01,1.016141759894629154e-01
-7.348758590010957825e-02,-1.871819622574027453e-01,-3.035866879199753399e-01,2.574910238756710767e-01,2.582229883927092406e-01,-2.569144512212683806e-01,-2.816312738348408784e-01,-1.615378878135312335e-01,-1.062680872214196298e-01
-8.653343511891732620e-02,-1.756774294406381054e-01,-3.218701143180804913e-01,2.594261445809786792e-01,2.558535150838414651e-01,-2.443010742394927659e-01,-3.035078731291745435e-01,-1.686850815890188204e-01,7.882066396455279789e-02
-8.902837370984563459e-02,-1.862633353716368068e-01,-2.811404603139554537e-01,2.573216977508596681e-01,2.696584287145245007e-01,-2.567153841210489396e-01,-2.983973770071881582e-01,1.814001068246524351e-01,-8.640858910891160982e-02
-8.533684639933462879e-02,-1.664839664834344424e-01,-2.964748045333029380e-01,2.492055983579240797e-01,2.642601258179653745e-01,-2.405200109827092536e-01,-3.181453947498695811e-01,1.962083606594677565e-01,9.801977126633389104e-02
-7.127479723393105593e-02,-1.792194312158179037e-01,-3.157555057116946950e-01,2.342037614037943138e-01,2.588035338928847406e-01,-2.759312132434638132e-01,2.785458987932312169e-01,-1.921046563776390992e-01,-1.022677201202963071e-01
-6.507261979997749912e-02,-1.773760002997042673e-01,-3.110508968025657017e-01,2.569929258182040432e-01,2.506314728498936772e-01,-2.411639700907326767e-01,2.958334387457510761e-01,-1.978174215741914099e-01,8.764781764609293202e-02
-7.177436777896002706e-02,-2.018092597954541656e-01,-2.936987648980439736e-01,2.477546280564149883e-01,2.475198850145625962e-01,-2.694352242332407332e-01,3.066919062584401168e-01,2.155631975654285215e-01,-9.304250865311661234e-02
-7.595427319625058793e-02,-1.878686448039473267e-01,-3.015439180507403782e-01,2.221454027170940149e-01,2.455148525339380938e-01,-2.722233652743042409e-01,2.992977873855693360e-01,2.046928582703851918e-01,1.139542086546326133e-01
-8.083901482399309668e-02,-1.897295423325131014e-01,-2.973024384630555961e-01,2.356329492788579727e-01,2.760441575293119398e-01,2.414876242903644110e-01,-2.828142282869259283e-01,-1.846472120555553431e-01,-6.398025264895011721e-02
-8.175640936352650268e-02,-1.652835657903717892e-01,-2.952193451418658188e-01,2.665496521920776019e-01,2.759659292490984073e-01,2.566276150520789834e-01,-3.035260316023677962e-01,-1.660624484613834884e-01,7.109436590777520881e-02
-7.014121380480890788e-02,-1.898514684295091182e-01,-2.813992634574525309e-01,2.707839595547323897e-01,2.672837619968512768e-01,2.577476115672523993e-01,-3.191525612761118569e-01,1.842724111995696912e-01,-7.939301441801467629e-02
-8.213671467415237237e-02,-1.672609321566620177e-01,-2.831295189078665286e-01,2.689699969385676570e-01,2.639574076546438164e-01,2.615546914606438622e-01,-3.219057624861967337e-01,1.786172978707502579e-01,8.808069312882493840e-02
-6.639494929681687141e-02,-1.733492050155628905e-01,-2.972820737422834925e-01,2.460309828700552592e-01,2.793142251505985052e-01,2.648157909993048009e-01,3.124184146799256490e-01,-1.831128705394524936e-01,-6.537559654885241600e-02
-7.228292442213148095e-02,-1.770058216085726444e-01,-2.997501459662085255e-01,2.492422017684637336e-01,2.752755860425273871e-01,2.463801394276240175e-01,3.045697654861886372e-01,-2.035150813006052495e-01,8.632236597146457358e-02
