Bit 1,Bit 2,Bit 3,Bit 4,Bit 5,Bit 6,Bit 7,Bit 8,Bit 9,Bit 10
6.298110613135769753e-02,4.437372766201489599e-03,-1.910045327190642780e-02,1.388459969576795808e-02,2.146914684934884965e-02,2.042544838198200822e-03,-6.239750142341015521e-02,4.626389825146608875e-02,-3.672550904980819569e-02,-7.979227442485435640e-02
4.068211846079117927e-02,1.583685230953413292e-02,-1.080053371885633271e-03,2.978438544550905676e-02,1.549972005830660936e-02,-2.101489953952387010e-02,-2.244873413961093883e-02,1.379302597978237198e-02,-6.264698375856249737e-03,6.651905262753575465e-02
5.452149959745213048e-02,4.914280749227666750e-02,3.745989719061717637e-03,3.875681067563162274e-03,1.798010236542383830e-02,-8.468254909263506214e-03,-1.103511800215729692e-02,-1.296471809786379700e-02,3.664799528216985958e-02,-5.372857423381533631e-02
4.196455665062730211e-02,3.628587178093204638e-03,-9.292364781737245255e-03,2.049577254457386061e-02,2.970494275420430558e-03,-4.372037905851663270e-03,-1.610015201984477812e-02,-3.522648363616641323e-03,-3.105184475773031458e-02,6.034204739296104153e-02
5.813552823390426977e-02,3.087593131496863333e-02,2.175714945123381500e-03,-2.720044431223975559e-02,6.559146515460710647e-04,-1.216859865916309832e-03,-1.547568633475375835e-02,-1.212741915860983399e-02,-1.643193002454537005e-02,-5.690145895914783258e-02
4.629826835189758405e-02,2.106575518421978030e-02,1.289160984405841696e-02,2.190948233327721581e-02,1.629360348923280730e-02,-9.299434361159883769e-03,3.220914266621013183e-02,1.162847877096337239e-02,-6.387377805285181058e-03,8.712877872488714037e-02
5.541824835995073223e-02,-1.967584740682467269e-03,-6.573424530177333913e-03,1.649891301281313297e-02,1.435181835025390283e-02,4.702475651787275750e-04,4.712765500693672990e-03,-4.549356167266841063e-03,1.692755547155855994e-02,-5.933599181692649632e-02
5.047876567346936544e-02,-1.398242920300193058e-02,-1.303987725171848119e-02,2.942000654076287226e-03,2.356328868071654384e-02,-2.169961259444843152e-02,2.236059410606169862e-02,1.847194096771771418e-02,-1.973384280141552566e-02,5.114924637916547223e-02
5.161324610148346204e-02,1.115397781388215853e-02,-2.860531747063512625e-02,5.240131781015200385e-02,2.370420448626800458e-02,-4.070194579692448626e-03,2.928553819844169522e-03,1.811489947839065029e-02,4.232622363603950021e-03,-5.106089322194636709e-02
5.952039895326442093e-02,2.262490644508642276e-02,-2.992146743719192870e-02,-9.672590559732275077e-04,2.314336961418079271e-04,-2.250750123922938550e-02,1.276706058699304466e-02,-9.776071345416361205e-03,-1.718587527726294154e-02,7.763298055327766400e-02
